fid,field_1,Unnamed_ 0,Parcel ID,Address,Sale Date,Sale Price,Qualified,Reason,Acres,Parcel  Cl,Year  Buil,Square Ft,Price Per,lat,long,GEOID
"506","776","776",15039B000066,5512 RIDGEMOOR DR,2/23/2022,"$598,800.00",Qualified,FM,1.05,Residential,"2004","3129",$191.37,34.13926,-83.8400724,"131390016031"
"507","978","978",15028I000041,5623 SERENITY ST,2/4/2022,"$325,000.00",Qualified,FM,0.65,Residential,"1998","1581",$205.57,34.1481672,-83.7993752,"131390016031"
"508","1194","1194",15039F000107,6003 RIVERWOOD DR,1/19/2022,"$390,000.00",Qualified,FM,0.2,Residential,"2006","2922",$133.47,34.1260452,-83.8278495,"131390016031"
"509","1236","1236",15039B000056,5552 RIDGEMOOR DR,1/14/2022,"$502,000.00",Qualified,FM,1,Residential,"2002","3820",$131.41,34.1364021,-83.8400724,"131390016031"
"510","1261","1261",15043A000026,5243 LAUREL TER,1/13/2022,"$660,000.00",Qualified,FM,2.43,Residential,"1994","2599",$253.94,34.1526653,-83.8591892,"131390016031"
"511","251","251",01104 002058,316 NE HUDSON CHASE CT,3/30/2022,"$367,296.00",Qualified,FM,0.23,Residential,"2021","1813",$202.59,34.2544843,-83.7427513,"131390012021"
"512","277","277",01104 002040,339 NE HUDSON CHASE CT,3/29/2022,"$537,756.00",Qualified,FM,0.23,Residential,"2021","3508",$153.29,34.2544843,-83.7427513,"131390012021"
"513","684","684","15023D002012",2807 SIX GUN DR,2/28/2022,"$210,000.00",Qualified,FM,0.34,Residential,"1971","1000",$210.00,34.2597847,-83.7496899,"131390012021"
"514","751","751",15015 000306,2999 BURTON CIR,2/24/2022,"$250,000.00",Qualified,FM,1,Residential,"2006","1456",$171.70,34.2477303,-83.7447939,"131390012021"
"515","1211","1211",15015I000015,3395 SILVER RIDGE DR,1/18/2022,"$364,000.00",Qualified,FM,1.31,Residential,"2017","1424",$255.62,34.2507301,-83.7400219,"131390012021"
"516","4","4",12018 000048,5517 DAHLONEGA HWY,7/14/2022,"$549,000.00",Qualified,FM,1.99,Residential,"2000","2496",$219.95,34.4572146,-83.8134689,"131390002031"
"517","18","18",12039 000053,6064 CREEKSIDE VIEW LN,6/28/2022,"$449,900.00",Qualified,FM,1.51,Residential,"2020","2211",$203.48,34.478407,-83.7939247,"131390002031"
"518","355","355",12033 000003,5903 WAUKA MOUNTAIN SPRINGS DR,1/31/2022,"$329,000.00",Qualified,FM,1.07,Residential,"2019","3646",$90.24,34.476096,-83.799876,"131390002031"
"519","356","356",12033 000003,5903 WAUKA MOUNTAIN SPRINGS DR,3/24/2022,"$401,500.00",Qualified,FM,1.07,Residential,"2019","3646",$110.12,34.476096,-83.799876,"131390002031"
"520","505","505",12040 000016,5921 BENT TREE WAY,3/11/2022,"$446,200.00",Qualified,FM,1.43,Residential,"2018","2665",$167.43,34.4764269,-83.7980596,"131390002031"
"521","522","522",12056 000001BB,5891 CLEVELAND HWY,3/11/2022,"$75,000.00",Qualified,FM,0.46,Residential,"1996","0",$0.00,34.466989,-83.780976,"131390002031"
"522","595","595",12057 001081,6311 GREEN MOUNTAIN LN,3/4/2022,"$318,000.00",Qualified,FM,1,Residential,"2001","1864",$170.60,34.4729535,-83.7818364,"131390002031"
"523","604","604",12041 000065,5816 SWEETBOTTOM LN,3/4/2022,"$532,000.00",Qualified,FM,1.64,Residential,"1996","3008",$176.86,34.4647421,-83.7981107,"131390002031"
"524","606","606",11019 000036,5521 WHEELER PLANTATION DR,3/4/2022,"$455,000.00",Qualified,FM,1.02,Residential,"2009","2308",$197.14,34.4569038,-83.8496626,"131390002031"
"525","612","612",11040 000027,5927 HUBERT STEPHENS RD,3/4/2022,"$200,000.00",Qualified,FM,1.33,Residential,"2020","2016",$0.00,34.4261458,-83.8693239,"131390002031"
"526","615","615",12033 000024,5904 WAUKA MOUNTAIN SPRINGS DR,3/4/2022,"$355,000.00",Qualified,FM,1.12,Residential,"2018","1644",$215.94,34.4755891,-83.8000289,"131390002031"
"527","663","663",12007 000062,5637 LINDEN DR,2/28/2022,"$599,900.00",Qualified,FM,3.18,Residential,"2007","3629",$165.31,34.4500198,-83.8273522,"131390002031"
"528","733","733",11056 000010,6435 BEN PARKS RD,2/25/2022,"$390,000.00",Qualified,FM,1.4,Residential,"1984","2856",$136.55,34.4374754,-83.8791695,"131390002031"
"529","741","741",11006 000009,5950 BETHEL RD,2/25/2022,"$947,000.00",Qualified,FM,7.88,Residential,"1990","4046",$234.06,34.457802,-83.8387881,"131390002031"
"530","910","910",11031A000014,5320 MOUNT VERNON PRESERVE CT,2/11/2022,"$500,000.00",Qualified,FM,4.1,Residential,"2003","2798",$178.70,34.4443979,-83.8631444,"131390002031"
"531","965","965",12007 000039,5610 ALLINGTON CT,2/7/2022,"$499,000.00",Qualified,FM,0.81,Residential,"2021","2725",$183.12,34.4515664,-83.8220894,"131390002031"
"532","1058","1058",12007 000125,5839 CANTERBURY WAY,1/28/2022,"$490,240.00",Qualified,FM,0.8,Residential,"2021","2909",$168.53,34.4564343,-83.8270622,"131390002031"
"533","1076","1076",12064A001007,171 KING ST,1/28/2022,"$206,000.00",Qualified,FM,1.04,Residential,"1996","1105",$186.43,34.4767627,-83.7719246,"131390002031"
"534","5","5",15037B000058,4447 WINDER HWY,4/11/2022,"$175,000.00",Qualified,FM,0.67,Residential,"1987","1554",$112.61,34.1855478,-83.8523758,"131390013022"
"535","314","314","1.50E+95",4779 COUNTRYSIDE DR,3/28/2022,"$315,333.00",Qualified,FM,0.77,Residential,"1989","1779",$177.25,34.1801864,-83.8343549,"131390013022"
"536","357","357","1.50E+29",4585 SUMMERSET DR,3/24/2022,"$370,000.00",Qualified,FM,1.04,Residential,"2000","1958",$188.97,34.1940872,-83.8134482,"131390013022"
"537","521","521",15037L000022,4438 WOODGLENN DR,3/11/2022,"$370,000.00",Qualified,FM,0.58,Residential,"1994","1575",$234.92,34.1907363,-83.8229596,"131390013022"
"538","557","557",15029 000180,4467 SHERMAN ALLEN RD,3/9/2022,"$240,000.00",Qualified,FM,4,Residential,"1942","1128",$212.77,34.1962071,-83.8102422,"131390013022"
"539","577","577",15037 000021D,4804 STRICKLAND RD,3/7/2022,"$350,000.00",Qualified,FM,0.94,Residential,"1974","1800",$194.44,34.188732,-83.8321589,"131390013022"
"540","631","631",15037M000003,4239 WINTERGREEN CT,3/2/2022,"$271,000.00",Qualified,FM,0.54,Residential,"1998","1270",$213.39,34.1948144,-83.8266064,"131390013022"
"541","636","636",15037 000134,4335 WOODFIELD DR,3/1/2022,"$240,000.00",Qualified,FM,0.56,Residential,"1986","1467",$163.60,34.2007506,-83.8190226,"131390013022"
"542","714","714",15029B000061,4845 RIVER BOTTOM DR,2/25/2022,"$520,000.00",Qualified,FM,0.81,Residential,"2019","2976",$174.73,34.1851061,-83.8069821,"131390013022"
"543","761","761",15029B000062,4905 LITTLE FOX TRL,2/24/2022,"$450,000.00",Qualified,FM,0.84,Residential,"2019","2608",$172.55,34.1848926,-83.8077007,"131390013022"
"544","952","952","1.50E+35",4602 SWEETBRIAR CT,2/8/2022,"$280,000.00",Qualified,FM,0.57,Residential,"1999","1388",$201.73,34.1955065,-83.8128472,"131390013022"
"545","990","990",15029B000229,4864 RIVER BOTTOM DR,2/4/2022,"$445,764.00",Qualified,FM,1.05,Residential,"2021","3080",$144.73,34.1856801,-83.808495,"131390013022"
"546","999","999","1.50E+20",4604 VILLAGER TRL,2/2/2022,"$188,000.00",Qualified,FM,0.58,Residential,"1992","1724",$109.05,34.1875317,-83.8392853,"131390013022"
"547","1292","1292",15029C000068,4534 HOLLY FOREST DR,1/10/2022,"$482,000.00",Qualified,FM,0.8,Residential,"1991","3233",$149.09,34.1950312,-83.8051374,"131390013022"
"548","1332","1332",15029 000028C,4811 SHERMAN ALLEN RD,1/6/2022,"$320,000.00",Qualified,FM,8.9,Residential,"1986","1832",$174.67,34.1857849,-83.7947111,"131390013022"
"549","88","88",15007 000112,5130 WHITEHALL RD,4/18/2022,"$370,000.00",Unqualified,"51",2.42,Residential,"1979","2407",$153.72,34.3629284,-83.7027676,"131390001012"
"550","107","107",15005 000115,7144 COUNTY LINE RD,4/15/2022,"$520,000.00",Qualified,FM,1.74,Residential,"2008","2112",$246.21,34.3517793,-83.6553528,"131390001012"
"551","201","201",09101 000005,4070 ELI JACKSON RD,4/1/2022,"$78,000.00",Unqualified,"5",9.47,Residential,"2021","624",$32.18,34.3754392,-83.7424068,"131390001012"
"552","404","404",15007C000037,5039 KINGSBURY LN,3/21/2022,"$263,600.00",Qualified,FM,0.3,Residential,"1999","1081",$243.85,34.3595491,-83.6970996,"131390001012"
"553","421","421",15007C000048,5010 KINGSBURY LN,3/18/2022,"$290,000.00",Qualified,FM,0.3,Residential,"1998","1174",$247.02,34.3599711,-83.6952309,"131390001012"
"554","690","690",15007C000007,4963 MCKINLEY DR,2/28/2022,"$287,500.00",Qualified,FM,0.3,Residential,"1998","1070",$268.69,34.3581141,-83.6952309,"131390001012"
"555","808","808",15006C000030,6642 COUNTY LINE RD,2/18/2022,"$130,000.00",Qualified,FM,1.85,Residential,"1996","0",$0.00,34.373089,-83.665115,"131390001012"
"556","867","867",15006A001031,5489 HOOD ST,2/15/2022,"$207,000.00",Qualified,FM,0.64,Residential,"2006","1122",$184.49,34.3799484,-83.6666853,"131390001012"
"557","1115","1115",15007B000013,5781 JULIAN BAUGH RD,1/26/2022,"$255,000.00",Qualified,FM,1.12,Residential,"2003","1632",$156.25,34.3744681,-83.6899569,"131390001012"
"558","1116","1116",15007B000013,5781 JULIAN BAUGH RD,1/26/2022,"$255,000.00",Unqualified,"99",1.12,Residential,"2003","1632",$156.25,34.3744681,-83.6899569,"131390001012"
"559","1229","1229",15007A000196,5212 MISTY MEADOW DR,1/14/2022,"$304,000.00",Qualified,FM,1.66,Residential,"2007","1612",$188.59,34.371024,-83.6809442,"131390001012"
"560","1252","1252",09099 000008,4139 CAGLE RD,1/13/2022,"$875,000.00",Qualified,FM,7.57,Residential,"1978","2072",$422.30,34.3766662,-83.7365569,"131390001012"
"561","1323","1323",15006C000044,5480 MORGAN MANOR CT,1/7/2022,"$240,000.00",Qualified,FM,0.88,Residential,"2002","1296",$185.19,34.3732636,-83.6724703,"131390001012"
"562","281","281",01130 003012,860 SW AIRPORT DR,3/29/2022,"$425,000.00",Unqualified,"51",0.17,Residential,"1945","672",$632.44,34.2828909,-83.8344067,"131390011013"
"563","284","284",00126 001013,314 ATLANTA HWY,3/29/2022,"$425,000.00",Unqualified,"51",0.24,Residential,"1942","978",$434.56,34.283642,-83.8392438,"131390011013"
"564","286","286",01130 003011,1222 SW SWANN DR,3/29/2022,"$125,000.00",Qualified,FM,0.13,Residential,"1945","1008",$124.01,34.2828942,-83.8346863,"131390011013"
"565","287","287",01130 003011,1222 SW SWANN DR,3/29/2022,"$136,000.00",Qualified,FM,0.13,Residential,"1945","1008",$134.92,34.2828942,-83.8346863,"131390011013"
"566","288","288",01130 003011,1222 SW SWANN DR,3/29/2022,"$425,000.00",Unqualified,"51",0.13,Residential,"1945","1008",$421.63,34.2828942,-83.8346863,"131390011013"
"567","507","507",00125 003007A,1032 AIRPORT DR,3/11/2022,"$122,500.00",Qualified,FM,0.17,Residential,"1939","864",$141.78,34.2857297,-83.8360536,"131390011013"
"568","634","634",00126 010015,1414 WEST SIDE DR,3/2/2022,"$180,000.00",Qualified,FM,0.34,Residential,"1940","1064",$169.17,34.2855712,-83.8397824,"131390011013"
"569","938","938",01131 001031,1253 SW SWANN DR,2/9/2022,"$285,000.00",Unqualified,"51",0.17,Residential,"1950","1120",$254.46,34.2823879,-83.8349349,"131390011013"
"570","944","944",01131 001030,1245 SW SWANN DR,2/9/2022,"$285,000.00",Unqualified,"51",0.17,Residential,"1950","1008",$282.74,34.282466,-83.8347692,"131390011013"
"571","945","945",01131 001032,1263 SW SWANN DR,2/9/2022,"$285,000.00",Unqualified,"51",0.46,Residential,"1950","752",$378.99,34.2823572,-83.8351835,"131390011013"
"572","38","38",15043G000047,6000 DAFFODIL DR,1/24/2022,"$299,000.00",Qualified,FM,0.28,Residential,"1997","1097",$272.56,34.1674973,-83.8662089,"131390016033"
"573","39","39",15043G000047,6000 DAFFODIL DR,6/1/2022,"$317,000.00",Qualified,FM,0.28,Residential,"1997","1097",$288.97,34.1674973,-83.8662089,"131390016033"
"574","91","91",15043C000091,5208 KEYSTONE CT,4/18/2022,"$180,000.00",Qualified,FM,0.38,Residential,"1995","1218",$147.78,34.1586032,-83.8805772,"131390016033"
"575","444","444",15042H000019,5471 SUGARMILL DR,3/18/2022,"$270,000.00",Qualified,FM,0.32,Residential,"1997","1140",$236.84,34.1513211,-83.8751946,"131390016033"
"576","539","539","15043D000064",5320 PARKSIDE TRL,3/10/2022,"$465,000.00",Qualified,FM,0.34,Residential,"1997","2033",$228.73,34.1569971,-83.8787554,"131390016033"
"577","588","588","15043D000052",5409 THREE LAKES CT,3/7/2022,"$417,000.00",Qualified,FM,0.56,Residential,"1997","2289",$182.18,34.1549148,-83.8782379,"131390016033"
"578","765","765","15043D000045",5262 BOWMAN SPRINGS TRL,2/24/2022,"$455,000.00",Qualified,FM,0.28,Residential,"1998","2618",$173.80,34.153251,-83.8783,"131390016033"
"579","860","860",15043C000068,5350 ASHLAND DR,2/16/2022,"$319,995.00",Qualified,FM,0.38,Residential,"1996","1330",$240.60,34.1530428,-83.8819434,"131390016033"
"580","896","896",15043G000011,5060 HOLLY HOCK DR,2/14/2022,"$305,000.00",Qualified,FM,0.29,Residential,"1997","1248",$244.39,34.1698429,-83.8646352,"131390016033"
"581","198","198",15030 000107,2240 LEE LAND RD,4/1/2022,"$252,000.00",Qualified,FM,5,Residential,"1948","1382",$182.34,34.2286889,-83.8025258,"131390012043"
"582","41","41",10094 000042,2269 NW SIDNEY DR,5/27/2022,"$1,100,000.00",Qualified,FM,0.92,Residential,"1996","3254",$338.05,34.3254299,-83.8817985,"131390003071"
"583","156","156",10021 000055,3739 WAVESPRAY CT,4/8/2022,"$1,101,500.00",Qualified,FM,1.07,Residential,"2004","2133",$516.41,34.3167299,-83.9503209,"131390003071"
"584","200","200",10021 000030,3485 WESTHAMPTON WAY,4/1/2022,"$640,000.00",Qualified,FM,0.63,Residential,"1998","3305",$193.65,34.3214781,-83.9449445,"131390003071"
"585","202","202",10037 000164,3657 LAKE RIDGE DR,4/1/2022,"$1,700,000.00",Qualified,FM,1.18,Residential,"2007","2760",$615.94,34.3304903,-83.9363703,"131390003071"
"586","240","240",10071 000097,3118 CORRAL TRL,3/31/2022,"$225,000.00",Qualified,FM,0.45,Residential,"1983","1921",$117.13,34.3339063,-83.9101313,"131390003071"
"587","241","241",10071 000097,3118 CORRAL TRL,3/31/2022,"$249,000.00",Qualified,FM,0.45,Residential,"1983","1921",$129.62,34.3339063,-83.9101313,"131390003071"
"588","248","248",10037 000066,3520 LAKE RIDGE DR,3/30/2022,"$675,000.00",Qualified,FM,0.62,Residential,"2007","3035",$222.41,34.3270062,-83.9374375,"131390003071"
"589","390","390",10021 000021,3525 LAKE BREEZE LN,3/22/2022,"$940,000.00",Qualified,FM,0.6,Residential,"1999","4252",$221.07,34.3213088,-83.94633,"131390003071"
"590","559","559",10060 000096,3148 ARROWHEAD DR,3/9/2022,"$275,000.00",Qualified,FM,0.45,Residential,"1995","1358",$202.50,34.3379549,-83.9203105,"131390003071"
"591","610","610",10021 000080,3632 SILVER BROOK LN,3/4/2022,"$837,500.00",Qualified,FM,0.63,Residential,"2001","3204",$261.39,34.3196154,-83.9490657,"131390003071"
"592","770","770",10060 000042,3045 LAKE RANCH DR,2/23/2022,"$247,000.00",Qualified,FM,0.6,Residential,"1996","1248",$197.92,34.3342786,-83.9124072,"131390003071"
"593","925","925",10060 000032,3198 MADERA WAY,2/10/2022,"$440,000.00",Qualified,FM,0.41,Residential,"1979","2082",$211.34,34.3390852,-83.9126141,"131390003071"
"594","1021","1021",10021 000026,3498 WESTHAMPTON WAY,1/31/2022,"$500,000.00",Qualified,FM,0.97,Residential,"1999","3044",$164.26,34.3206853,-83.9459578,"131390003071"
"595","1220","1220",10094 000058,2222 NW SIDNEY DR,1/14/2022,"$785,000.00",Qualified,FM,1.09,Residential,"1995","1936",$405.48,34.3275541,-83.884531,"131390003071"
"596","1227","1227",10071 000057,2640 WESTVIEW CIR,1/14/2022,"$240,000.00",Qualified,FM,0.42,Residential,"1963","1050",$228.57,34.3393178,-83.9059929,"131390003071"
"597","1308","1308",10071 000076,2719 OLD DAWSONVILLE HWY,1/7/2022,"$185,000.00",Qualified,FM,0.2,Residential,"1973","1420",$130.28,34.341149,-83.907193,"131390003071"
"598","1353","1353",10037 000073,3548 LAKE RIDGE DR,1/4/2022,"$914,000.00",Qualified,FM,0.6,Residential,"2003","4292",$212.95,34.3287168,-83.9357622,"131390003071"
"599","625","625",15030 000181,2729 SUMMER CREEK DR,3/3/2022,"$300,000.00",Qualified,FM,0.82,Residential,"2013","1295",$231.66,34.2174017,-83.8154584,"131390012042"
"600","861","861",15030F000038,7019 BROOKTON LN,2/16/2022,"$281,000.00",Qualified,FM,0.56,Residential,"1998","2333",$120.45,34.2131158,-83.7909796,"131390012042"
"601","1205","1205",15030I000039,7273 PLUM CREEK DR,1/18/2022,"$250,000.00",Qualified,FM,0.71,Residential,"1998","1328",$188.25,34.2074489,-83.7965561,"131390012042"
"602","1285","1285",15030H000069,2770 ROCKCLIFF CT,1/11/2022,"$237,000.00",Qualified,FM,0.43,Residential,"1998","1198",$197.83,34.2167003,-83.795561,"131390012042"
"603","105","105","1.50E+45",6624 TRAILSIDE DR,4/15/2022,"$725,000.00",Qualified,FM,0.35,Residential,"2007","4057",$178.70,34.1561249,-83.9043168,"131390016091"
"604","145","145",15046 000039A,5259 HOG MOUNTAIN RD,4/11/2022,"$400,000.00",Qualified,FM,2.37,Residential,"1965","1804",$221.73,34.1605165,-83.9252339,"131390016091"
"605","361","361",15047 002001,6707 SCARLET OAK WAY,3/24/2022,"$405,985.00",Qualified,FM,0.22,Residential,"2021","2535",$160.15,34.1509787,-83.9127383,"131390016091"
"606","366","366",15047 002002,6705 MOONDANCER CT,3/24/2022,"$410,485.00",Qualified,FM,0.16,Residential,"2021","2748",$149.38,34.1509869,-83.9129038,"131390016091"
"607","397","397",15047 002190,6716 SCARLET OAK WAY,3/22/2022,"$432,000.00",Qualified,FM,0.2,Residential,"2021","2556",$169.01,34.1513376,-83.9124125,"131390016091"
"608","402","402",15047G000076,7041 BLACKBIRD CT,3/22/2022,"$376,485.00",Qualified,FM,0.19,Residential,"2021","1860",$202.41,34.156595,-83.915308,"131390016091"
"609","423","423",15047 002174,6812 LAKE OVERLOOK LN,3/18/2022,"$462,000.00",Qualified,FM,0.15,Residential,"2019","2382",$193.95,34.1534985,-83.9120348,"131390016091"
"610","456","456",15047G000084,7040 BLACKBIRD CT,3/17/2022,"$398,485.00",Qualified,FM,0.18,Residential,"2021","2535",$157.19,34.156182,-83.915699,"131390016091"
"611","470","470",15047G000083,7044 BLACKBIRD CT,3/16/2022,"$383,485.00",Qualified,FM,0.18,Residential,"2021","1860",$206.17,34.15608,-83.915576,"131390016091"
"612","479","479",15047 002003,6709 MOONDANCER CT,3/15/2022,"$389,485.00",Qualified,FM,0.16,Residential,"2021","2535",$153.64,34.1509518,-83.9130693,"131390016091"
"613","480","480",15047G000082,7048 BLACKBIRD CT,3/15/2022,"$402,485.00",Qualified,FM,0.19,Residential,"2021","2801",$143.69,34.156014,-83.915399,"131390016091"
"614","494","494",15047G000081,7052 BLACKBIRD CT,3/14/2022,"$450,015.00",Qualified,FM,0.2,Residential,"2021","2457",$183.16,34.1559964,-83.9152624,"131390016091"
"615","551","551",15047 002012,6702 MOONDANCER CT,3/10/2022,"$414,985.00",Qualified,FM,0.21,Residential,"2021","2801",$148.16,34.1513005,-83.912821,"131390016091"
"616","580","580","1.50E+64",6643 TRAILSIDE DR,3/7/2022,"$780,000.00",Qualified,FM,0.3,Residential,"2014","3752",$207.89,34.156572,-83.9059101,"131390016091"
"617","780","780",15047G000062,6875 SCARLET OAK WAY,2/23/2022,"$452,985.00",Qualified,FM,0.15,Residential,"2021","2748",$164.84,34.1571762,-83.9137314,"131390016091"
"618","812","812",15047 002027,6750 STAR GAZE CT,2/18/2022,"$375,000.00",Qualified,FM,0.18,Residential,"2019","1765",$212.46,34.1522303,-83.9126555,"131390016091"
"619","823","823",15047G000074,7029 BLACKBIRD CT,2/18/2022,"$441,985.00",Qualified,FM,0.21,Residential,"2021","2748",$160.84,34.1568355,-83.9155935,"131390016091"
"620","845","845",15047G000073,7019 BLACKBIRD CT,2/17/2022,"$430,985.00",Qualified,FM,0.15,Residential,"2021","2535",$170.01,34.1572582,-83.9153866,"131390016091"
"621","871","871",15047G000075,7035 BLACKBIRD CT,2/15/2022,"$402,485.00",Qualified,FM,0.22,Residential,"2021","2464",$163.35,34.1566561,-83.9154693,"131390016091"
"622","1016","1016",15047W000068,6819 NEW FERN LN,2/1/2022,"$482,500.00",Qualified,FM,0.24,Residential,"2017","3310",$145.77,34.1530441,-83.9067999,"131390016091"
"623","1092","1092",15047G000090,6934 SCARLET OAK WAY,1/27/2022,"$401,485.00",Qualified,FM,0.17,Residential,"2021","1860",$215.85,34.1589219,-83.915759,"131390016091"
"624","1104","1104",15047G000087,7028 BLACKBIRD CT,1/27/2022,"$379,485.00",Qualified,FM,0.17,Residential,"2021","2556",$148.47,34.156542,-83.916102,"131390016091"
